id,slug,name,category,status,city,area,rating,reviews_count,authority_score,website,google_maps_url
google-ChIJTT2k3TKNlxIRcQWh2OYb10Q,vorera-restaurant,Vorera Restaurant,restaurant,draft,Palma,Palma,5,25,143.2995,https://www.vorerarestaurant.com/,https://maps.google.com/?cid=4960464192862750065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJKfPg_FrFlxIR2xu0ADUKw_8,muma-by-inca,MuMa by Inca,restaurant,draft,,Inca,5,21,141.4444,https://www.grupmumapetits.com/,https://maps.google.com/?cid=18429585322891549659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJlYU8ym1NlhIRY6LJIT64lJE,arrocesmallorca,Arrocesmallorca,restaurant,draft,,Cala Figuera,5,189,160.5751,https://arrocesmallorca.es/,https://maps.google.com/?cid=10490212009047073379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJv0YMOABNlhIROfN1lA8uBj0,restaurante-ca-na-margalida,Restaurante Ca Na Margalida,restaurant,published,,Felanitx,5,97,154.8245,https://www.instagram.com/restaurantcanamargalida/#,https://maps.google.com/?cid=4397252730624013113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJAWEGdHqNlxIRsb9FTnbBSZo,guapa-s,GUAPA'S,restaurant,published,Palma,Palma,5,128,157.2118,https://guapasburgers.com/,https://maps.google.com/?cid=11117629869004275633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJfe8hvLWXlxIRPrsx0Eo_ySk,k8-sushi-arenal,K8 Sushi Arenal,restaurant,published,Palma,Palma,5,429,167.6694,https://sushik8restaurant.com/,https://maps.google.com/?cid=3011007416426937150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJddeGybQVlhIRtsgMKVWvHPc,restaurante-sukarne,Restaurante SuKarne,restaurant,published,,Canyamel,5,321,155.1571,,https://maps.google.com/?cid=17806299807011883190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ8wIG4Q6TlxIRNzHwkfx28Ak,sabor-mallorca-comida-para-llevar-en-palma,Sabor Mallorca | Comida para llevar en Palma,restaurant,published,Palma,Palma,5,306,164.7428,http://www.sabormallorca.es/,https://maps.google.com/?cid=716203167904182583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ883GGy-TlxIRU8t8tQjbV40,aburi,ABURI,restaurant,published,Palma,Palma,5,121,156.7272,https://www.aburi-restaurant.com/,https://maps.google.com/?cid=10184849912772741971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJa-kN6b7VlxIRVeDDf0YuWiY,rico-mediterraneo,Rico Mediterraneo,restaurant,published,Pollença,Pollença,5,63,151.1236,https://www.ricomediterraneo.com/,https://maps.google.com/?cid=2763572201671352405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ7-hTsWSTlxIRbnOcvZJFQGc,loa-contemporary-restaurant-wine-cocktails,"LÕA contemporary restaurant, wine & cocktails",restaurant,published,Palma,Palma,5,243,162.7478,https://loapalma.com/,https://maps.google.com/?cid=7440023080964748142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJtcqDCgCplxIRCLLL6dfRwnM,nom-nom-sa-rapita,Nom Nom Sa Rapita,restaurant,published,,Sa Ràpita,5,83,143.2763,,https://maps.google.com/?cid=8341460185114194440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJTcrGUsM_lhIRAngXKcHZyng,holy-burger-santa-burger,HOLY BURGER / SANTA BURGER,restaurant,published,,Cala Bona,5,164,149.3497,,https://maps.google.com/?cid=8704008653488224258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJN1QnderJlxIRwMRkAFiYoDg,restaurante-anima-sineu,Restaurante ANIMA SINEU,restaurant,draft,,Sineu,5,32,135.3703,,https://maps.google.com/?cid=4080428766128817344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJuUosExnVlxIRBmS12zUtWts,mi-querencia-karen,MI QUERENCIA KAREN,restaurant,published,Pollença,Port de Pollença,5,676,171.6118,https://www.instagram.com/miquerencia_karen?igsh=MXQ1YWpwZjBmY2dhOA==,https://maps.google.com/?cid=15805995551552791558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJo5cFvGu_lxIRyMPul6M_Lhg,bar-ristopizza-flavour,Bar Ristopizza Flavour,restaurant,draft,,Manacor,5,33,135.103,,https://maps.google.com/?cid=1742400077700187080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJwd7Utl8_lhIRL8SPqBFHOyg,sante-vegan-veggie-restaurant,SANTÉ | Vegan & Veggie Restaurant,restaurant,published,,Cala Millor,5,486,168.7506,https://sante-mallorca.com/,https://maps.google.com/?cid=2898988926311056431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJlVSIWn8tlhIRyDQFpVuZBRE,au-ido-burger-alcudia,AU IDO BURGER Alcudia,restaurant,draft,Alcúdia,Port d'Alcúdia,5,46,148.442,http://www.auido-foodtruck.es/,https://maps.google.com/?cid=1226555092417983688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJEwo4PxGNlxIRIxvyu6sbx2U,indian-tandoor-house,Indian Tandoor House,restaurant,published,Palma,Palma,5,101,145.172,,https://maps.google.com/?cid=7333860942602705699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJzS1KVwAhmBIRLuJ4I9-AeQs,d-elina,D’Elina,restaurant,draft,Andratx,Andratx,5,30,134.8272,,https://maps.google.com/?cid=826833702460383790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJxeFvf-eXlxIRMdL_pByzRyI,little-brunch-x-little-burger-can-pastilla,Little Brunch x Little Burger - Can Pastilla,restaurant,draft,Palma,Palma,5,35,136.1261,,https://maps.google.com/?cid=2470139856244691505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJCbFcf61JlhIRpeVycZyjEgo,el-sabor-de-pancho,El sabor de pancho,restaurant,published,,Manacor,5,107,145.6685,,https://maps.google.com/?cid=725822382273652133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJHbx4I-qTlxIRcxSlqaeaSt0,bhukkad-boca,Bhukkad Boca,restaurant,published,Palma,Palma,5,125,157.0074,http://www.bhukkadboca.com/,https://maps.google.com/?cid=15945727475555046515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJxcyh392TlxIR6UpLySOfmUI,pizzeria-victoria-palma,Pizzeria Victoria Palma,restaurant,published,Palma,Palma,5,188,160.5292,https://www.pizzeriavictoriapalma.es/,https://maps.google.com/?cid=4799041853989800681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJBwtuTn50TEwRZt_AO75B2bU,la-pasion-restaurant-art-wine-bar-sa-casa-mallorquina,"La Pasión - Restaurant, Art & Wine Bar (Sa Casa Mallorquina)",restaurant,draft,,Algaida,5,36,146.364,https://www.lapasion-gastronomia.com/,https://maps.google.com/?cid=13103576876113256294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJn42jsfRBlhIRsY7f_Zj-yoU,restaurante-sorra,Restaurante Sorra,restaurant,draft,,Cala Millor,5,40,142.2557,https://sorrasacoma.com/,https://maps.google.com/?cid=9640797885387738801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJraXHrVLplxIRgTbDx1PKXIQ,alemany-restaurant,Alemany Restaurant,restaurant,published,Sóller,Sóller,5,88,153.8897,https://alemanyrestaurant.com/,https://maps.google.com/?cid=9537720572046423681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJwW3NPQCTlxIRRC63WmFnWzs,azuca-urban-bistro,Azuca - Urban Bistro,restaurant,published,Palma,Palma,5,1404,177.9535,https://azuca.es/,https://maps.google.com/?cid=4277125938949860932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJCa2nZb-TlxIR1lP5BvHZVpw,primo-olivar,Primo Olivar,restaurant,published,Palma,Palma,5,83,153.4856,https://www.primotaqueria.com/,https://maps.google.com/?cid=11265431147141223382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJU2BnWhyTlxIRFtBscKdujMI,bankai-palma,Bankai Palma,restaurant,published,Palma,Palma,5,144,158.2274,https://bankaisantacatalina.com/,https://maps.google.com/?cid=14018701405522284566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJG9oG87ONlxIRMxpTceJ5_88,bulldog-grill-burger-rooster,BULLDOG GRILL burger&rooster,restaurant,published,Palma,Palma,4.9,569,158.1175,,https://maps.google.com/?cid=14987832098383141427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJZ-7c8X0nmBIR4OT7sidfIpQ,restaurante-viva,Restaurante Viva,restaurant,published,Andratx,Port d'Andratx,4.9,209,159.4444,https://vivarestaurante.es/,https://maps.google.com/?cid=10674198690932712672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJw2toJKKJlxIRKDNYbPUyo9Y,le-gourmand,Le Gourmand,restaurant,published,,Santa Ponça,4.9,937,162.4441,,https://maps.google.com/?cid=15466261574986511144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJnffFMHXVlxIRx99NufNC5FY,pizzeria-011-italia,Pizzería 011 Italia,restaurant,published,Pollença,Port de Pollença,4.9,377,154.5498,,https://maps.google.com/?cid=6261202996505206727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJTfIWEYyTlxIRe8BhXfz080I,krishna-curry-bar-santa-catalina,Krishna Curry Bar Santa Catalina,restaurant,published,Palma,Palma,4.9,1733,177.781,http://krishnasantacatalina.com/,https://maps.google.com/?cid=4824468990579556475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJqZvUJACTlxIRnQ_db4TcU5M,restaurante-namaskaar-indian-food-speciality,Restaurante Namaskaar - Indian Food Speciality,restaurant,published,Palma,Palma,4.9,122,154.7981,https://drive.google.com/file/d/1peXTS3Vsub2ZcBgyphOa56VL7K5sqHNp/view?usp=sharing,https://maps.google.com/?cid=10616071208012943261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJwToNv44slhIRi9D7T8pcapE,sa-roqueta-wine-food,sa Roqueta wine & food,restaurant,published,Alcúdia,Port d'Alcúdia,4.9,531,167.5182,https://www.saroquetaportalcudia.com/,https://maps.google.com/?cid=10478289507025932427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJOWd_DQCTlxIR0WdYWkRKR3g,master-ramen-2,MASTER RAMEN,restaurant,published,Palma,Palma,4.9,375,154.5038,,https://maps.google.com/?cid=8666977665331783633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ40iSH72XlxIRn0MkDz2O8jw,pampa-bbq,PAMPA BBQ,restaurant,published,Palma,Palma,4.9,164,157.3497,https://pamparestaurant.com/,https://maps.google.com/?cid=4391728979537839007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJh45Dj72TlxIRl850kSLT4XU,ohho-burger,OHHO Burger,restaurant,published,Palma,Palma,4.9,271,161.6914,https://ohhoburger.com/,https://maps.google.com/?cid=8494302517620166295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJHXCKKlGJlxIRVeXJ5ObZrpg,mextial-taco-bar,Mextial Taco Bar,restaurant,published,,Calvià,4.9,389,164.8213,https://www.instagram.com/mextialtacobar,https://maps.google.com/?cid=11001970525416842581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJZRHGfUYzlhIRxBMkQqm0Qzo,muma-by-canpica,MuMa by Canpica,restaurant,published,,Can Picafort,4.9,180,158.1536,https://www.grupmumapetits.com/,https://maps.google.com/?cid=4198397916691567556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJo2ASRMSTlxIRCgj7YFjRiJ0,nala-brunch-coffee,Nala Brunch & Coffee,restaurant,published,Palma,Palma,4.9,1470,161.3523,,https://maps.google.com/?cid=11351553038301726730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJX-QNvh2JlxIR4EFrGkvRmAY,donde-el-paisi-santa-ponsa,Donde el Paisi Santa Ponsa,restaurant,published,,Santa Ponça,4.9,117,144.4376,,https://maps.google.com/?cid=475359881183576544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJHYptuXyJlxIRqWm3D5GirFM,restaurante-buen-norte,Restaurante BUEN NORTE,restaurant,published,,Santa Ponça,4.9,760,160.6277,,https://maps.google.com/?cid=6029372745059887529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ3z8kJYiTlxIRegbUBe_bATg,kaizen-restaurante,KAIZEN Restaurante,restaurant,published,Palma,Palma,4.9,1527,176.6825,https://kaizenrestaurante.com/,https://maps.google.com/?cid=4035748560742123130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJt4XNpx0XlhIRQJUqe2p0yXk,akino,AKINO,restaurant,published,,Cala Ratjada,4.9,170,157.6599,http://akino-rest.com/,https://maps.google.com/?cid=8775673349589865792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJha5u-u3GlxIRnKziU7OkTrM,landhotel-can-davero,Landhotel Can Davero,restaurant,published,,Binissalem,4.9,235,160.4582,https://www.candavero.eu/,https://maps.google.com/?cid=12920445471085997212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJl-bweQDXlxIRYGvd9GqVt9E,anima-e-farina,Anima e Farina,restaurant,published,Alcúdia,Alcúdia,4.9,482,166.6789,http://www.animaefarina.com/,https://maps.google.com/?cid=15111711361272212320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJE01AsFSTlxIRqS8qEmvB_ko,el-rinconcito-del-norte,El Rinconcito del Norte,restaurant,published,Palma,Palma,4.9,601,168.5919,https://aquilacarta.com/carta/BC5E7268EB54DCE7615CA2F64F8A29AC,https://maps.google.com/?cid=5403969268501589929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJj_f9YfwhmBIRZnoO9T5sIhw,flavours-of-india,Flavours of india,restaurant,published,Andratx,Port d'Andratx,4.9,517,167.2866,http://www.facebook.com/profile.php?id=100089067411351,https://maps.google.com/?cid=2027301799925283430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJkVN4x_pBlhIRjWusC9xdRlg,sa-coma-indian-masala-house,Sa Coma Indian Masala House,restaurant,published,,Cala Millor,4.9,109,153.8279,https://calendar.app.google/sD73mRkQk24CsxcG9,https://maps.google.com/?cid=6360874723377441677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJIwDxMzmJlxIRYCT6HTKsnYY,khao-mallorca,KHAO MALLORCA,restaurant,published,,Costa de la Calma,4.9,294,152.3964,,https://maps.google.com/?cid=9700098503677191264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJpZLeLQAjmBIR8yvkOz7ioJo,es-carey,Es Carey,restaurant,published,,Sant Elm,4.9,124,144.9382,,https://maps.google.com/?cid=11142154235035266035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJL6zTUeotlhIRDjEK1CxFFDk,merlet-alcudia-tapas,Merlet Alcúdia tapas,restaurant,published,Alcúdia,Alcúdia,4.9,1900,168.5796,,https://maps.google.com/?cid=4112988418534420750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJr31FXi6JlxIRZGls3OOo1iY,emma-gastrobar-palmanova,Emma Gastrobar Palmanova,restaurant,published,,Palmanova,4.9,172,157.7609,http://www.gastro-emma.es/,https://maps.google.com/?cid=2798609915066476900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJL5AtB4WJlxIRb9K9LKCbMeQ,thai-beach-street-food,Thai Beach Street Food,restaurant,published,,Palmanova,4.9,492,166.8569,http://www.thaibeachstreetfood.es/,https://maps.google.com/?cid=16443094826754101871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJTQoXc2-SlxIRo6ENw6pYmuo,pizzeria-majorana,Pizzeria Majorana,restaurant,published,Palma,Palma,4.9,420,155.4856,,https://maps.google.com/?cid=16904921641728713123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ_SschP6TlxIRMqrHR9cDUDI,al-plat,Al plat,restaurant,published,Palma,Palma,4.9,117,154.4376,https://instagram.com/alplatpalma?utm_medium=copy_link,https://maps.google.com/?cid=3625401923190368818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJkUWaw6nVlxIRIwarqkHnQ-4,happy-dream-bar-restaurante,Happy Dream Bar Restaurante,restaurant,published,Pollença,Port de Pollença,4.9,411,165.2979,http://www.happydreamrestaurant.es/,https://maps.google.com/?cid=17168820473688688163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJL20BTaKTlxIR_rw2jMw2LEE,infinito-pizzeria-napoletana-alternativa,Infinito Pizzeria Napoletana Alternativa,restaurant,published,Palma,Palma,4.9,751,170.5244,https://www.infinitopizzeria.es/,https://maps.google.com/?cid=4696188763594210558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJKVNrZcuJlxIRswQcTDr2Hag,bangkok-by-thai-el-toro,Bangkok by Thai el Toro,restaurant,published,,Santa Ponça,4.9,112,144.0616,,https://maps.google.com/?cid=12114109302941942963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJU6NFNgCNlxIR1drh2tnRHf4,taj-royal-indian-restaurant-bar,Taj Royal Indian Restaurant & Bar,restaurant,published,Palma,Palma,4.9,167,157.4543,https://taj-royal-mallorca-1.emergent.host/,https://maps.google.com/?cid=18311022393568647893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJp5vwOe7BlxIRFjNxg1e5WLU,oltre-pizzeria-cocktail-bar,Oltre Pizzeria & Cocktail bar,restaurant,published,,Binissalem,4.9,66,139.5215,,https://maps.google.com/?cid=13067398104334021398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJSz-yzKctlhIRveupQjk1CVw,paso-obligado-hamburguesas-en-alcudia,Paso Obligado | Hamburguesas en Alcudia,restaurant,published,Alcúdia,Alcúdia,4.9,2028,179.1456,https://www.instagram.com/paso.obligado.alcudia/,https://maps.google.com/?cid=6631890446327606205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJp9kL2WeSlxIRoOnodoN8fVQ,krishna-port-portals-indian-restaurant,Krishná Port Portals - Indian Restaurant,restaurant,published,,Puerto Portals,4.9,1219,174.7201,http://www.krishnamallorca.com/,https://maps.google.com/?cid=6088159175352314272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJv22EBADXlxIRT0IIUj6R6pc,urban-bites,Urban bites,restaurant,published,Pollença,Pollença,4.9,226,150.1205,,https://maps.google.com/?cid=10946721541127684687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJr2jmXrSTlxIRMtoeCihvHh0,es-pati,Es pati,restaurant,published,Palma,Palma,4.9,319,163.103,http://www.espatimallorca.com/,https://maps.google.com/?cid=2098236694160398898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJqWK0a3iXlxIR5wyVi2y5F4o,amayo-mare-trattoria,Amayò Mare Trattoria,restaurant,published,Palma,Palma,4.9,311,152.8831,,https://maps.google.com/?cid=9950625777547807975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJBU16OS-NlxIRJGTcLvwvPOk,paco-begona-street-food,PACO & BEGOÑA Street Food,restaurant,draft,Palma,Palma,4.9,28,132.248,,https://maps.google.com/?cid=16806360669604308004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJEz29bVqTlxIRyoNGaVJI9AA,breogan-cocina-gallega,Breogán Cocina Gallega,restaurant,published,Palma,Palma,4.9,913,172.2189,http://breogancocinagallega.es/,https://maps.google.com/?cid=68759413108147146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJLwfxDl27lxIRePJA8yNWKjI,il-tano-llucmajor,Il Tano Llucmajor,restaurant,published,,Llucmajor,4.9,98,152.9127,https://www.iltano.com/,https://maps.google.com/?cid=3614796363323208312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJU7veE44zlhIRtuug3px_9DA,the-royal-thai-cuisine-sushi,The Royal Thai Cuisine & Sushi,restaurant,published,,Can Picafort,4.9,334,153.5009,,https://maps.google.com/?cid=3527584719864654774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJFcblJTW1lxIRXweBVz7o3qI,restaurante-d-eliss,Restaurante D'Eliss,restaurant,published,Palma,Palma,4.9,104,153.3407,https://restaurantedeliss.com/,https://maps.google.com/?cid=11736073033427781471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJlRrd5sotlhIRUql-XemxRaM,sastre-hermanos,SASTRE HERMANOS,restaurant,published,Alcúdia,Alcúdia,4.9,119,144.0616,,https://maps.google.com/?cid=11765005217429367122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ9dse6o0XlhIRhqsR4G7cYhY,la-vista-cala-ratjada,La Vista Cala Ratjada,restaurant,published,,Cala Ratjada,4.9,511,167.1854,https://www.lavista-calaratjada.com/,https://maps.google.com/?cid=1613093985315826566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJaSf3aGIXlhIRj6XuAz6NV7E,sollento-bar-restaurant,Sollento - Bar & Restaurant,restaurant,published,,Cala Ratjada,4.9,324,153.2377,,https://maps.google.com/?cid=12778837765180532111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJPTBLBPHBlxIRgZtm8MX71LQ,el-paso-cantina-tex-mex,El Paso Cantina Tex Mex,restaurant,published,,Binissalem,4.9,65,139.3909,,https://maps.google.com/?cid=13030316449450072961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
