id,slug,name,category,status,city,area,rating,reviews_count,authority_score,website,google_maps_url
google-ChIJqTacSVk1lhIRf2ZhjiFUGtA,es-brollador-bar-resturante,Es Brollador Bar Resturante,restaurant,published,,Petra,4.4,449,146.0643,,https://maps.google.com/?cid=14995390412382889599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJF64FwFqSlxIRmdIEkDkAjUY,la-botana,La Botana,restaurant,published,Palma,Palma,4.4,2837,172.0602,http://www.labotana.es/,https://maps.google.com/?cid=5083719801600529049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJR0XHV16SlxIRP7fpqjGuinQ,7-pecados-palma,7 pecados palma,restaurant,published,Palma,Palma,4.4,1095,163.7962,http://www.sietepecadospalma.com/,https://maps.google.com/?cid=8397715983529785151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJV06jNm-SlxIRGbDr5ZSyUx0,padthaiwok-mallorca-paseo-maritimo,padthaiwok Mallorca - Paseo Marítimo,restaurant,published,Palma,Palma,4.4,1091,163.7645,https://padthaiwok.com/,https://maps.google.com/?cid=2113229002749227033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJtfpSaF2SlxIRhwzUtnQq8fU,il-tano-santa-catalina,Il Tano SANTA CATALINA,restaurant,published,Palma,Palma,4.4,2843,172.0786,http://iltano.com/,https://maps.google.com/?cid=17721992689451535495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJYXyphGWSlxIRh2GO-wiIiH8,bar-cabrera-restaurant,Bar Cabrera,restaurant,published,Palma,Palma,4.4,2325,170.3322,https://www.barcabrera.es/,https://maps.google.com/?cid=9189744611811025287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJU3cQTOu1lxIRt9Mh8TJd56g,bar-s-hostal,Bar s’Hostal,restaurant,published,,Manacor,4.4,3226,173.176,https://barshostal.shop/,https://maps.google.com/?cid=12170798991367328695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJUfNNhGeSlxIR_wxVwL4VTPs,primo-taqueria,Primo Taquería,restaurant,published,Palma,Palma,4.4,3205,173.1193,http://www.primotaqueria.com/,https://maps.google.com/?cid=18107872110764690687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ06fwWIctlhIRJcBnkEgpUcg,ca-n-gavella,Ca'n Gavella,restaurant,published,,Playa de Muro,4.4,3724,174.4225,http://www.cangavella.com/,https://maps.google.com/?cid=14434363672336252965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJP2axAJSNlxIRMGLrabByPTI,casa-jacinto,Casa Jacinto,restaurant,published,Palma,Palma,4.4,3344,173.4879,http://casajacinto.es/,https://maps.google.com/?cid=3620175777492591152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJY33x61qSlxIR5FlYm9BO-4E,la-bodeguilla,La Bodeguilla,restaurant,published,Palma,Palma,4.4,2886,172.2089,http://la-bodeguilla.com/,https://maps.google.com/?cid=9366166507913501156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJmQKn-40slhIRqSelW7TVTMg,don-vito-cucina-italiana,Don Vito Cucina Italiana,restaurant,published,Alcúdia,Port d'Alcúdia,4.4,3428,173.7033,http://www.don-vito.com/,https://maps.google.com/?cid=14433145876423976873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ59E6P62TlxIR_rWDwDvPTvQ,restaurante-can-gafet,Restaurante Can Gafet,restaurant,published,,Manacor,4.4,950,162.5636,https://cangafet.com/carta-de-platos/,https://maps.google.com/?cid=17604235848977724926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJN0Qdpo4slhIRLzmpobTB5-g,pippers-restaurant-mediterrani,Pippers Restaurant Mediterrani,restaurant,published,Alcúdia,Port d'Alcúdia,4.4,1819,168.2014,https://pippersrestaurant.com/,https://maps.google.com/?cid=16782595517969938735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJJwrTIaCWlxIR43fG1C1QjfI,binissalem,Binissalem,restaurant,published,Palma,Palma,4.4,107,133.6685,,https://maps.google.com/?cid=17477713886668290019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ_U_O28LBlxIRDwstxJt-m-s,restaurant-pizzeria-volver,Restaurant Pizzeria Volvér,restaurant,published,,Binissalem,4.4,268,151.595,https://volver-restaurant.eatbu.com/,https://maps.google.com/?cid=16977302427779533583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJy0sW2VqSlxIRVYiQOc_wKYg,restaurante-el-pilon,Restaurante El Pilón,restaurant,published,Palma,Palma,4.4,1793,158.0764,,https://maps.google.com/?cid=9811638036018006101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJbc2KZk2TlxIRU3eOLjhhD14,tapas-palma-centre,Tapas Palma Centre,restaurant,published,Palma,Palma,4.4,559,157.9638,https://www.tapaspalma.com/,https://maps.google.com/?cid=6777742858143037267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJi8ravgOXlxIR1ytCK3z0QZ4,palms-restaurant-by-the-beach,Palms restaurant by the beach,restaurant,published,Palma,Palma,4.4,670,159.5345,http://www.palmsmallorca.com/,https://maps.google.com/?cid=11403664545617685463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJdUzc3geTlxIRlD8_rQSHnDk,la-trastienda-mallorca,La Trastienda Mallorca,restaurant,published,Palma,Palma,4.4,862,161.7202,http://latrastiendamallorca.es/,https://maps.google.com/?cid=4151341410684977044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJJUptf2iTlxIRii2YakLkmgw,petit-nola,Petit Nola,restaurant,published,Palma,Palma,4.4,555,147.9015,,https://maps.google.com/?cid=908289248775908746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJI7piP3EylhIRDWD3c0uiWuo,el-gaucho-asador,El Gaucho Asador,restaurant,published,,Can Picafort,4.4,1763,157.93,,https://maps.google.com/?cid=16886988197730934797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJVdUwtnGSlxIRt6ZYbqjsJpE,la-pergola,La Pergola,restaurant,published,Palma,Palma,4.4,1861,168.3996,https://lapergolapalma.com/,https://maps.google.com/?cid=10459307392764520119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJS2U8y1qSlxIRlegnGhkWmlg,sa-trobada,Sa Trobada,restaurant,published,Palma,Palma,4.4,585,148.358,,https://maps.google.com/?cid=6384439718819915925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ5RTesPtKlhIRvLWE3qenkrU,restaurante-es-cruce,Restaurante Es Cruce,restaurant,published,Palma,Palma,4.4,19579,188.8363,http://www.restaurantescruce.com/,https://maps.google.com/?cid=13083704206899328444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJv06JYF6SlxIRvCcsdWGk6SI,arroceria-sa-goleta,Arroceria Sa Goleta,restaurant,published,Palma,Palma,4.4,844,161.5371,https://www.restaurantesagoleta.es/es/,https://maps.google.com/?cid=2515722605347743676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ9-Jyy61BlhIRdzYnErkLJC0,pogue-mahone,Pogue Mahone,restaurant,published,,Cala Millor,4.4,331,148.4228,https://www.instagram.com/poguesmallorca/,https://maps.google.com/?cid=3252737720369755767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJAaVxKwCTlxIRpLE0IDlYi1A,restaurante-mexicano-taqueria-el-rey-del-taco,Restaurante Mexicano Taqueria El rey del taco,restaurant,published,Palma,Palma,4.4,68,129.777,,https://maps.google.com/?cid=5803829547173720484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJX3KnJ1ySlxIRjWJcAvwepLQ,arte-pizza,Arte Pizza,restaurant,published,Palma,Palma,4.4,837,161.4649,https://www.facebook.com/ArtePizzaPalma,https://maps.google.com/?cid=13016562890727776909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJRbfeM8vVlxIRailcMif0V6E,idilico-beach-house,Idilico Beach House,restaurant,published,Pollença,Port de Pollença,4.4,183,148.2964,https://www.idilicobeach.es/,https://maps.google.com/?cid=11626029412266027370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ1coVJxgVlhIRCrEZCTrLbJI,ristorante-sinfonya,Ristorante Sinfonya,restaurant,published,,Canyamel,4.4,107,133.5877,,https://maps.google.com/?cid=10551031477143449866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJqWF4dDXFlxIRMiS-fpYgBf8,ramen-house,Ramen House,restaurant,published,,Inca,4.4,170,137.6599,,https://maps.google.com/?cid=18376129685298750514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ8RPuS39AlhIRkqkyg5JNWWU,the-sun-deck,The Sun Deck,restaurant,published,,Cala Millor,4.4,227,140.1587,,https://maps.google.com/?cid=7302953562419669394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ3-ft5iYtlhIRYVtO4xpKotA,nou-palmeras-grill-lounge,NOU PALMERAS GRILL LOUNGE,restaurant,published,Alcúdia,Port d'Alcúdia,4.4,768,160.7185,https://www.noupalmeras.com/es/,https://maps.google.com/?cid=15033659985459305313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJGdCoOwCTlxIRrhtoqw0jLvk,toki-sushi,Toki Sushi,restaurant,published,Palma,Palma,4.4,340,143.6551,,https://maps.google.com/?cid=17955327305990020014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJvZDT7s25lxIRQP4jBJbCYVM,cuina-i-vins,Cuina i Vins,restaurant,published,,Algaida,4.4,79,141.0618,http://www.cuinaivins.es/,https://maps.google.com/?cid=6008297327459302976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJnW4R1fSTlxIRMgdEYe55Zhw,mar-y-tapas-de-la-lonja,Mar y Tapas de La Lonja,restaurant,published,Palma,Palma,4.4,620,148.8618,,https://maps.google.com/?cid=2046457145427494706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ5Sy-FrlNlhIR0nUYYvAU0MY,parc-cafe-restaurant,Parc Cafè Restaurant,restaurant,published,,Felanitx,4.4,361,144.1742,,https://maps.google.com/?cid=14325973437336024530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ14l_YHaNlxIR9Ewede3qmGc,restaurante-la-casita,Restaurante La Casita,restaurant,published,Palma,Palma,4.4,373,144.4574,,https://maps.google.com/?cid=7464974687959665908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJCYlg8ZbFlxIRsS6F8A34Ro4,asador-maype,Asador MAYPE,restaurant,published,,Inca,4.4,803,161.1051,https://mapzen.me/asador-maype-924714-es,https://maps.google.com/?cid=10252154340509036209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJr3_nenoylhIRRr8nKDXwFL0,restaurant-vinicius,Restaurant Vinicius,restaurant,published,,Can Picafort,4.4,2412,170.6511,https://restaurantevinicius.com/,https://maps.google.com/?cid=13624778883800219462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJsR5kcrLOlxIRSGOhauvsiwU,s-aturada-23,S’aturada 23,restaurant,draft,,Llubí,4.4,59,128.563,,https://maps.google.com/?cid=399673487802852168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJx02EtHCTlxIRRTNOv4_AVIw,goiko,Goiko,restaurant,published,Palma,Palma,4.4,3771,174.5314,https://www.goiko.com/es/,https://maps.google.com/?cid=10111918786976035653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJmS6ezSMtlhIRFRLbZRQMXrA,el-patio-steak-house,El Patio Steak House,restaurant,published,,Playa de Muro,4.4,722,150.1828,,https://maps.google.com/?cid=12708608480233853461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJp9yQQ3uvlxIRdD4idImrSuw,sushi-campos,Sushi Campos,restaurant,published,,Campos,4.4,230,150.2722,https://www.instagram.com/sushi_campos_/,https://maps.google.com/?cid=17026609948074851956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJDz143qwmmBIRsrCOyjqISaE,marisqueria-la-gallega,Marisquería LA GALLEGA,restaurant,published,Andratx,Port d'Andratx,4.4,707,160.0007,https://www.facebook.com/marisquerialagallega,https://maps.google.com/?cid=11621970099494105266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJe6JhEIoslhIRy68sPrh_2uE,restaurant-miramar-alcudia,Restaurant Miramar (ALCUDIA),restaurant,published,Alcúdia,Alcúdia,4.4,2299,170.2346,http://www.restaurantmiramar.es/,https://maps.google.com/?cid=16274460632750534603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJrRuhvYTqlxIRrUHrdWZfbc8,restaurant-pizzeria-celler-sa-sini,Restaurant Pizzeria Celler Sa Sini,restaurant,published,,Santa Maria del Camí,4.4,2930,172.3403,http://www.cellersasini.net/,https://maps.google.com/?cid=14946707631982199213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJEZKv78VQlhIRBl9Zd1n52Go,voramar-cala-santanyi,Voramar Cala Santanyí,restaurant,published,,Santanyí,4.4,904,162.133,https://voramar-restaurant-lounge-cala-santanyi.resos.com/booking,https://maps.google.com/?cid=7699177725639614214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
patiki-beach-soller,patiki-beach-soller,Patiki Beach,restaurant,published,Sóller,Sóller,4.4,988,162.9039,http://www.patikibeach.com/,https://maps.google.com/?cid=7382914067520234940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJH8_Fal2SlxIR-jtCEbKVZuA,sa-ronda-restaurante,Sa Ronda Restaurante,restaurant,published,Palma,Palma,4.4,1962,158.8584,,https://maps.google.com/?cid=16169776104146615290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJKdgabl2SlxIRRQ0r8svlN6s,bianco-e-rosso,Bianco e Rosso,restaurant,published,Palma,Palma,4.4,1077,163.6524,https://www.biancoerossomallorca.com/,https://maps.google.com/?cid=12337582368308792645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJac-PtlGSlxIRHAkDzjr-Eos,restaurante-pizzeria-placa-vuit,Restaurante Pizzería Plaça Vuit,restaurant,published,,Sa Pobla,4.4,617,158.8198,http://www.rpvuit.com/,https://maps.google.com/?cid=10021351649370638620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJwbDyrrxNlhIR4aB13Y6d0SM,pizzeria-la-focaccia,"Pizzeria ""La Focaccia""",restaurant,published,,Felanitx,4.4,275,151.8182,http://lafocaccia.es/,https://maps.google.com/?cid=2581017298386395361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJCy4cXJO1lxIR_YRMXZiMi3w,restaurant-can-tronca,Restaurant Can Tronca,restaurant,published,,Sant Joan,4.4,1174,164.4008,http://www.restaurantecantronca.com/,https://maps.google.com/?cid=8974421268494058749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJATpT8l6plxIRQKfZfXP4w0g,neni-mallorca-es-trenc,NENI Mallorca Es Trenc,restaurant,published,,Colonia de Sant Jordi,4.4,408,155.1276,https://nenifood.com/restaurants/mallorca-es-trenc,https://maps.google.com/?cid=5243307566105732928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJswkiP2KWlxIRZHxpbKA_Wkc,my-thai,My Thai,restaurant,published,Palma,Palma,4.4,630,149.0006,,https://maps.google.com/?cid=5141491882843012196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ7cKoTFGSlxIRJTeSahodWsE,trasto-burger,Trasto Burger,restaurant,published,Palma,Palma,4.4,1334,165.5096,https://estrasto.es/,https://maps.google.com/?cid=13932480396518373157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJqeh9X6nBlxIR8W2aAsp_uME,perbacco,Perbacco,restaurant,published,,Binissalem,4.4,86,141.7904,https://www.instagram.com/cafeteria_perbacco?igsh=MXJ5YXZ5a2VhN3VwYg==&utm_source=qr,https://maps.google.com/?cid=13959047550638648817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJZbDp4lKJlxIRLFSP4v_9xNY,restaurante-la-terraza-de-port-adriano,Restaurante La Terraza de Port Adriano,restaurant,published,,Santa Ponça,4.4,304,152.686,http://www.laterrazadeportadriano.com/,https://maps.google.com/?cid=15475773495011398700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJddBocasmmBIRukHNvcfjbQM,restaurante-my-way-puerto-de-andratx,Restaurante My Way puerto de andratx,restaurant,published,Andratx,Port d'Andratx,4.4,390,154.8435,http://www.mywayrestaurante.es/,https://maps.google.com/?cid=247104001597587898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJeTQXYLiTlxIRrjr48d7aOxo,restaurante-ola-del-mar,Restaurante Ola del Mar,restaurant,published,Palma,Palma,4.4,1738,167.806,http://www.oladelmar.es/,https://maps.google.com/?cid=1890345119689226926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ21Wn_48rlhIRyeB-I7YCqlA,restaurante-mirador-de-la-victoria,Restaurante Mirador de la Victoria,restaurant,published,Alcúdia,Alcúdia,4.4,1293,165.2387,http://www.miradordelavictoria.com/,https://maps.google.com/?cid=5812461250377867465&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJje_7zdtQlhIRIFzL0yB7J-c,port-petit,Port Petit,restaurant,published,,Cala d'Or,4.4,533,157.5508,http://portpetit.com/,https://maps.google.com/?cid=16656417127775558688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJlVCA1KWplxIRogRnhskQlmU,restaurante-balco-de-cabrera,Restaurante Balco De Cabrera,restaurant,published,,Sa Ràpita,4.4,1546,156.7786,,https://maps.google.com/?cid=7320056702066689186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJIV6lDrLOlxIRGpQrSF1Xoso,s-espipellada,S'Espipellada,restaurant,draft,,Llubí,4.4,147,136.4052,,https://maps.google.com/?cid=14601329000042959898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ0VNbL8tGlhIRV1C5jozVMAs,restaurante-can-tasco,Restaurante Can Tasco,restaurant,published,,Porto Cristo,4.4,942,152.4902,,https://maps.google.com/?cid=806379132965965911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJP9GztckzlhIR-suZQ0V4LZQ,mar-de-gost-by-sanremo,Mar de Gost by SanRemo,restaurant,published,,Can Picafort,4.4,139,145.9226,https://sanremocanpicafort.com/restaurante-mar-de-gost/,https://maps.google.com/?cid=10677322530447543290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJJSLfY0XFlxIRCXveCxCnGww,natur-inca-healthy-food-mallorca,NATUR Inca | Healthy food Mallorca,restaurant,published,,Inca,4.4,607,158.6781,https://www.natur.es/,https://maps.google.com/?cid=872474640186768137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJjUxRyVySlxIRgE1xowyyczw,s-angel,S'Àngel,restaurant,published,Palma,Palma,4.4,2035,169.1756,http://restaurantesangel.es/,https://maps.google.com/?cid=4356021031948864896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJOfvHU5A_lhIRkN9G-948eFM,tasca-des-port-steakhouse,Tasca des Port Steakhouse,restaurant,published,,Cala Bona,4.4,347,153.8316,https://tascacalabona.com/,https://maps.google.com/?cid=6014624230749429648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJpcgvhLfolxIRg-vkuVKf6bA,restaurante-cas-carreter,Restaurante Cas Carreter,restaurant,published,Sóller,Sóller,4.4,874,161.8402,https://cascarreter.com/,https://maps.google.com/?cid=12747895397903821699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJfXxPpR7FlxIRbgzpZOrHYf4,es-parc-selva,Es Parc - Selva,restaurant,published,,Selva,4.4,533,157.5508,https://esparc.es/,https://maps.google.com/?cid=18330151767903898734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJT8MYLlLllxIR4EvCmqVx5Jg,suculenta-port-de-soller,Suculenta Port de Sóller,restaurant,published,Sóller,Port de Sóller,4.4,450,156.0835,https://suculentaportdesoller.com/,https://maps.google.com/?cid=11017055544535043040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ1RzUNr_olxIRJTA2VfnrKYM,ca-n-pintxo-restaurant,Ca'n Pintxo Restaurant,restaurant,published,Sóller,Sóller,4.4,1494,166.4928,http://www.canpintxo.com/,https://maps.google.com/?cid=9451344749122695205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ3ZmGSvWTlxIRPfpMfeSU05E,vermuteria-la-dolores-palma,Vermutería La Dolores Palma,restaurant,published,Palma,Palma,4.4,2269,170.1205,https://ladolorespalma.com/,https://maps.google.com/?cid=10507906064661150269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJ80c-7vCNlxIR5QFlJyJEIsU,lolita,Lolita,restaurant,published,Palma,Palma,4.4,156,136.918,,https://maps.google.com/?cid=14204991088160473573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJbQae60uWlxIRX5E9h6nmMho,arroceria-casa-aurelio,Arroceria Casa Aurelio,restaurant,published,Palma,Palma,4.4,1834,158.2727,,https://maps.google.com/?cid=1887824809614479711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
google-ChIJNSjBwtiplxIRTpzxiPLujAs,ses-covetes-beach,Ses Covetes Beach,restaurant,published,,Sa Ràpita,4.4,743,150.4315,,https://maps.google.com/?cid=832302756603731022&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
